item_name,supplier_name,quantity,price_per_unit,total_amount,amount_before_vat,purchase_date,invoice_no,notes,category,sheet_category,discount_pct,pur_id
น้ำยาล้างเครื่องภายนอก KAR 5L. (สีขาว),ศรีสยาม,1,240.0,240.0,,2565-11-30,,,น้ำยาล้างเครื่อง,น้ำมัน,,4007
น้ำยาล้างเครื่องภายนอก KAR 5L. (สีขาว),ศรีสยาม,1,240.0,240.0,,2566-10-03,,,น้ำยาล้างเครื่อง,น้ำมัน,,4008
น้ำยาล้างเครื่องภายนอก KAR 5L. (สีขาว),ศรีสยาม,1,240.0,240.0,,2568-03-31,,,น้ำยาล้างเครื่อง,น้ำมัน,,4009
น้ำยาล้างตู้แอร์ F11 500 ml. (สำหรับล้างภายใน),ศรีสยาม,2,70.0,140.0,,2564-12-16,,,น้ำยาล้างตู้แอร์,น้ำมัน,,4010
น้ำยาล้างระบบแอร์ F11 (สำหรับล้างภายใน),จิตต์อะไหล่,2,80.0,160.0,,2565-01-10,,,เก็บลูกค้าขวดละ 200บาท,น้ำมัน,,4011
น้ำยาล้างระบบแอร์ F11 (สำหรับล้างภายใน) FUJI,จิตต์อะไหล่,12,75.0,900.0,,2565-06-16,,1ลัง = 12ขวด,เก็บลูกค้าขวดละ 200บาท,น้ำมัน,,4012
น้ำยาล้างระบบแอร์ F11 (สำหรับล้างภายใน) FUJI,จิตต์อะไหล่,12,75.0,900.0,,2565-09-09,,1ลัง = 12ขวด,เก็บลูกค้าขวดละ 200บาท,น้ำมัน,,4013
น้ำยาล้างระบบแอร์ F11 (สำหรับล้างภายใน) Hi-clear -- 1ลัง/12ขวด,จิตต์อะไหล่,12,41.67,500.04,,2567-06-25,,1ลัง = 12ขวด,เก็บลูกค้าขวดละ 200บาท,น้ำมัน,,4014
น้ำกลั่น MAX CAR 1000 ซีซี.,ศรีสยาม,1,75.0,75.0,,2561-07-18,,,น้ำกลั่น,น้ำมัน,,4015
น้ำกลั่น  ,ศรีสยาม,12,5.25,63.0,,2563-03-09,,,น้ำกลั่น,น้ำมัน,,4016
น้ำกลั่น  ,ศรีสยาม,12,5.25,63.0,,2563-09-07,,,น้ำกลั่น,น้ำมัน,,4017
น้ำกลั่น  ,ศรีสยาม,12,6.25,75.0,,2564-07-03,,,น้ำกลั่น,น้ำมัน,,4018
น้ำกลั่น แม็กไซเคิล 1200cc. ,ศรีสยาม,12,6.25,75.0,,2565-04-28,,,น้ำกลั่น,น้ำมัน,,4019
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 200CC.,ศรีสยาม,2,90.0,180.0,,2563-05-21,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4020
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 200CC.,ศรีสยาม,1,90.0,90.0,,2563-06-01,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4021
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,6,165.0,990.0,,2563-06-20,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4022
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2563-10-05,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4023
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2563-11-24,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4024
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2563-12-19,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4025
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-01-25,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4026
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-03-11,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4027
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-04-30,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4028
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-05-21,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4029
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-06-25,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4030
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-07-14,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4031
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-07-28,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4032
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-08-13,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4033
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-08-27,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4034
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-09-11,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4035
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-11-01,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4036
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-11-05,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4037
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2564-11-25,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4038
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,155.0,310.0,,2564-12-20,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4039
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-02-02,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4040
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-02-10,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4041
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-03-09,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4042
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-03-19,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4043
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,155.0,310.0,,2565-05-10,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4044
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-06-01,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4045
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-06-20,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4046
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-06-25,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4047
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-07-20,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4048
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-08-08,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4049
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-09-02,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4050
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-09-21,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4051
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-10-04,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4052
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-11-08,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4053
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-11-15,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4054
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-11-30,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4055
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-12-16,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4056
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2565-12-23,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4057
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-01-17,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4058
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-02-10,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4059
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-03-10,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4060
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-03-17,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4061
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-03-29,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4062
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-05-18,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4063
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,155.0,310.0,,2566-06-19,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4064
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-07-14,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4065
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-08-08,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4066
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-08-11,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4067
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-08-29,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4068
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-09-12,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4069
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-09-26,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4070
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-10-31,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4071
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-11-07,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4072
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-11-24,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4073
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,155.0,155.0,,2566-12-22,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4074
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,155.0,310.0,,2567-01-30,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4075
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2567-03-08,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4076
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,1,160.0,160.0,,2567-05-03,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4077
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2567-05-25,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4078
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2567-07-03,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4079
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2567-08-14,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4080
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2567-10-19,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4081
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2567-11-19,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4082
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2567-12-25,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4083
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2568-02-28,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4084
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2568-04-18,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4085
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2568-06-18,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4086
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2568-08-25,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4087
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2568-09-29,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4088
น้ำมันคอมพ์แอร์ R134A AIR-PRO ขนาด 500CC.,ศรีสยาม,2,160.0,320.0,,2568-11-27,,,น้ำมันคอมพ์แอร์,น้ำมัน,,4089
น้ำยาโซเน็กซ์ SONEX 400cc,ศรีสยาม,12,92.5,1110.0,,2563-03-04,,,น้ำยาโซเน็กซ์ SONEX,น้ำมัน,,4090
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,94.17,1130.0,,2563-07-03,,,คิด กป.ละ 200 บาท,น้ำมัน,,4091
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,จิตต์อะไหล่,12,91.67,1100.0,,2563-09-25,,,คิด กป.ละ 200 บาท,น้ำมัน,,4092
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,จิตต์อะไหล่,12,95.83,1150.0,,2564-01-05,,,คิด กป.ละ 200 บาท,น้ำมัน,,4093
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,93.33,1120.0,,2564-06-02,,,คิด กป.ละ 200 บาท,น้ำมัน,,4094
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,93.33,1120.0,,2564-10-08,,,คิด กป.ละ 200 บาท,น้ำมัน,,4095
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.08,1225.0,,2565-06-21,,,คิด กป.ละ 200 บาท,น้ำมัน,,4096
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.08,1225.0,,2565-11-16,,,คิด กป.ละ 200 บาท,น้ำมัน,,4097
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.08,1225.0,,2566-02-02,,,คิด กป.ละ 200 บาท,น้ำมัน,,4098
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.08,1225.0,,2566-07-12,,,คิด กป.ละ 200 บาท,น้ำมัน,,4099
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.08,1225.0,,2566-09-09,,,คิด กป.ละ 200 บาท,น้ำมัน,,4100
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.08,1225.0,,2566-12-19,,,คิด กป.ละ 200 บาท,น้ำมัน,,4101
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.0958,1225.1496,,2567-04-29,,,คิด กป.ละ 200 บาท,น้ำมัน,,4102
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.92,1235.04,,2567-10-14,,,คิด กป.ละ 200 บาท,น้ำมัน,,4103
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.92,1235.04,,2568-03-15,,,คิด กป.ละ 200 บาท,น้ำมัน,,4104
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.92,1235.04,,2568-08-14,,1ลัง=12กป./กป.ละ 103 บาท,คิด กป.ละ 200 บาท,น้ำมัน,รวมVAT=,4105
น้ำยาป้องกันสนิม SONAX  400ML 1 ลัง,ศรีสยาม,12,102.92,1235.04,,2568-08-14,,1ลัง=12กป./กป.ละ 103 บาท,คิด กป.ละ 200 บาท,น้ำมัน,รวมVAT=,4106
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2563-09-08,,ต้นทุนแกลลอนละ 399.65 บาท,น้ำยากันสนิม,น้ำมัน,0.17,4107
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2563-11-04,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4108
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2564-01-12,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4109
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),จิตต์อะไหล่,4,400.0,1600.0,,2564-02-19,,แกลลอนละ 400 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,ไม่ลด,4110
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2564-03-17,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4111
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2564-06-04,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4112
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2564-08-28,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4113
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2564-12-09,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4114
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2564-12-20,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4115
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2565-03-03,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4116
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2565-04-18,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4117
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2565-04-18,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4118
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2565-05-31,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4119
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2565-07-11,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4120
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2565-10-28,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4121
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2565-12-24,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4122
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2566-03-10,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4123
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2566-05-03,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4124
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2566-06-29,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4125
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2566-08-04,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4126
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,450.0,1598.58,,2566-10-10,,ต้นทุนแกลลอนละ 399.65 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4127
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,469.0,1666.08,,2567-01-06,,ต้นทุนแกลลอนละ 416.52 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4128
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%),ศรีสยาม,4,469.0,1666.08,,2567-03-26,,ต้นทุนแกลลอนละ 416.52 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4129
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%) ลังละ4กล.,ศรีสยาม,4,480.0,1705.1519999999998,,2567-07-03,,ลังละ4กล./ต้นทุนแกลลอนละ 513.60 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4130
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%) ลังละ4กล.,ศรีสยาม,4,480.0,1705.1519999999998,,2567-09-14,,ลังละ4กล./ต้นทุนแกลลอนละ 513.60 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4131
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%) ลังละ4กล.,ศรีสยาม,4,480.0,1705.1519999999998,,2567-10-19,,ลังละ4กล./ต้นทุนแกลลอนละ 513.60 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4132
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%) ลังละ4กล.,ศรีสยาม,4,480.0,1705.1519999999998,,2567-11-05,,ลังละ4กล./ต้นทุนแกลลอนละ 513.60 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4133
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%) ลังละ4กล.,ศรีสยาม,4,480.0,1705.1519999999998,,2567-12-19,,ลังละ4กล./ต้นทุนแกลลอนละ 513.60 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4134
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%) ลังละ4กล.,ศรีสยาม,4,480.0,1705.1519999999998,,2568-01-09,,ลังละ4กล./ต้นทุนแกลลอนละ 513.60 บาท,คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4135
น้ำยากันสนิมหม้อน้ำ TOYOTA แท้ห้าง 3.785 ลิตร (ลด 17%) ลังละ4กล.,ศรีสยาม,4,499.0,1772.6475999999998,,2568-02-22,,ลังละ4กล./ต้นทุนแกลลอนละ 534 บาท (ราคาในตารางคือยังไม่รวม VAT ),คิดแกลลอนละ 600 บาท,น้ำมัน,0.17,4136
