date,supplier,total,invoice,notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,ศรีสยาม Due 27/11 - 3/12/66,37994.48,,โอน 4/1/67,,,,
2566-11-23,กิ๊บน๊อต / ร้านต้นคิด   ,2700,,โอน 2/3/67,,,,
2566-11-27,ค่ากิ๊บน๊อต / ร้าน 55 กิ๊บน๊อต,2400,,โอน 27/11/66,,,,
2566-11-27,น้ำยาลงเบาะ-ลงล้อ,2120,,โอน 27/11/66,,,,
,ร้านเจ๊แอน,37980,,โอน 2/12/66,,,,
,ร้านจิตต์ อะไหล่ Due 1/11 - 6/12/2566,226758.78,,โอน 4/1/67,,,,
,ร้านโสภา,6900,,โอน 8/6/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
,บจก. ฟอร์เวิร์ด อินคอร์ปอร์เรชั่น (ประเทศไทย),5350,FW6612021,โอน 29/11/66,,,,
2566-12-14,หจก. ไทยออโต้โคท (น้ำยาป้องกันสนิม ออโต้โคท/ทัฟโค้ท สีดำ),6500,,โอน 14/12/66,,,,
2566-12-22,ไทยนครพัฒนา,22202.5,INV23120895,โอน 25/2/67,ลงคอมพ์แล้ว,,,
2566-12-21,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,51360,66/823,โอน 14/3/67,ลงคอมพ์แล้ว,,,
2566-12-11,บจก. วีที คัลเลอร์ โปร,13696,IV734-66,โอน 2/3/67,ลงคอมพ์แล้ว,,,
2566-12-19,บจก. วีที คัลเลอร์ โปร,13482,IV756-66,โอน 2/3/67,ลงคอมพ์แล้ว,,,
2566-12-21,บจก. วีที คัลเลอร์ โปร,130197.6,IV764-66,โอน 2/3/67,ลงคอมพ์แล้ว,,,
2566-12-21,บจก. วีที คัลเลอร์ โปร,79287,IV765-66,โอน 2/3/67,ลงคอมพ์แล้ว,,,
2567-12-02,ทาเลนท์อินเตอร์เทรด,8763.3,IV2224867,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
2566-12-06,ทาเลนท์อินเตอร์เทรด,1219.8,IV2225024,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
2566-12-19,ทาเลนท์อินเตอร์เทรด,9405.3,IV2225888,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
2566-12-21,ทาเลนท์อินเตอร์เทรด,11000,IV2225991,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,11710,,โอน 27/12/66,,,,
,ศรีสยาม Due 4 - 31/12/2566,152665.12,,โอน 5/2/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/12/2566,146227.27,,โอน 5/2/67,,,,
,ร้านโสภา,3500,,โอน 8/6/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-01-16,ทาเลนท์อินเตอร์เทรด,5341.44,IV2227023,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
2567-01-22,บจก. วีที คัลเลอร์ โปร,19902,IV6701069,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
2567-01-24,บจก. วีที คัลเลอร์ โปร,52055.5,IV6701079,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
2567-01-24,บจก. วีที คัลเลอร์ โปร,76141.2,IV6701080,โอน 3/4/2567,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,47330,,โอน 5/2/67,,,,
,ศรีสยาม Due 1 - 31/1/2567,385987.7,,โอน 2/3/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/1/2567,232140.54,,โอน 2/3/67,,,,
,ร้านโสภา,2200,,โอน 8/6/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-02-16,ไทยนครพัฒนา,21721,INV24020637,โอน 15/5/67,ลงคอมพ์แล้ว,,,
2567-02-02,ทาเลนท์อินเตอร์เทรด,3638,IV2228112,โอน 1/6/67,ลงคอมพ์แล้ว,,,
2567-02-16,ทาเลนท์อินเตอร์เทรด,11000,IV2228925,โอน 1/6/67,ลงคอมพ์แล้ว,,,
2567-02-22,ทาเลนท์อินเตอร์เทรด,9411.72,IV2229289,โอน 1/6/67,ลงคอมพ์แล้ว,,,
2567-02-23,ทาเลนท์อินเตอร์เทรด,3477.5,IV2229364,โอน 1/6/67,ลงคอมพ์แล้ว,,,
2567-02-13,ออโต้เทรด มาร์เก็ตติ้ง ,26653.7,IV1444437,โอน 8/5/67,ลงคอมพ์แล้ว,,,
2567-05-22,ออโต้เทรด มาร์เก็ตติ้ง ,1194.12,IV1444960,โอน 8/5/67,ลงคอมพ์แล้ว,,,
2567-02-12,บจก. วีที คัลเลอร์ โปร,31886,IV6702047,โอน 8/5/67,ลงคอมพ์แล้ว,,,
2567-02-26,บจก. วีที คัลเลอร์ โปร,63344,IV6702103,โอน 8/5/67,ลงคอมพ์แล้ว,,,
2567-02-26,บจก. วีที คัลเลอร์ โปร,127030.4,IV6702104,โอน 8/5/67,ลงคอมพ์แล้ว,,,
2567-02-28,บจก. วีที คัลเลอร์ โปร,11128,IV6702114,โอน 8/5/67,ลงคอมพ์แล้ว,,,
2567-02-24,ร้าน TUM autoshop -- บิล 24/2/67,6800,,โอน 25/2/67,,,,
,ร้านเจ๊แอน,41420,,โอน 2/3/67,,,,
,ศรีสยาม Due 1 - 28/2/2567,294373.98,,โอน 3/4/2567,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 28/2/2567,397151.12,,โอน 3/4/2567,,,,
,ร้านโสภา,3350,,โอน 8/6/67,,,,
2567-02-23,กิ๊บน๊อต / ร้านต้นคิด   ,2500,,โอน 10/6/67,ลงคอมพ์แล้ว,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-03-18,ทาเลนท์อินเตอร์เทรด,3334.12,IV2230655,โอน 4/7/67,ลงคอมพ์แล้ว,,,
2567-03-20,ทาเลนท์อินเตอร์เทรด,278.2,IV2230759,โอน 4/7/67,ลงคอมพ์แล้ว,,,
2567-03-20,ทาเลนท์อินเตอร์เทรด,11000,IV2230797,โอน 4/7/67,ลงคอมพ์แล้ว,,,
2567-03-27,ทาเลนท์อินเตอร์เทรด,8538.6,IV2231150,โอน 4/7/67,ลงคอมพ์แล้ว,,,
2567-03-08,บจก. วีที คัลเลอร์ โปร,19313.5,IV6703040,โอน 6/6/67,ลงคอมพ์แล้ว,,,
2567-03-19,บจก. วีที คัลเลอร์ โปร,115324.6,IV6703087,โอน 6/6/67,ลงคอมพ์แล้ว,,,
2567-03-19,บจก. วีที คัลเลอร์ โปร,76665.5,IV6703088,โอน 6/6/67,ลงคอมพ์แล้ว,,,
2567-03-19,บจก. วีที คัลเลอร์ โปร,6591.2,IV6703089,โอน 6/6/67,ลงคอมพ์แล้ว,,,
2567-03-21,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,51360,67/163,โอน 6/6/67,ลงคอมพ์แล้ว,,,
2567-03-20,ไทยนครพัฒนา,21721,INV24030847,โอน 18/6/67,ลงคอมพ์แล้ว,,,
,ศรีสยาม Due 1 - 31/3/2567,176203.3,,โอน 8/5/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/3/2567,342342.25,,โอน 8/5/67,,,,
,ร้านโสภา,3600,,โอน 8/6/67,,,,
,ร้านเจ๊แอน,49790,,โอน 3/4/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-04-23,ไทยนครพัฒนา,21721,INV24040704,โอน 4/7/67,ลงคอมพ์แล้ว,,,
2567-04-22,บจก. วีที คัลเลอร์ โปร,217199.3,IV6704071,โอน 4/7/67,ลงคอมพ์แล้ว,,,
2567-04-22,บจก. วีที คัลเลอร์ โปร,21507,IV6704072,โอน 4/7/67,ลงคอมพ์แล้ว,,,
2567-04-25,ออโต้เทรด มาร์เก็ตติ้ง ,31624.92,IV1447634,โอน 21/6/67,ลงคอมพ์แล้ว,,,
,ศรีสยาม Due 1 - 30/4/2567,64018.34,,โอน 6/6/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 30/4/2567,224147.43,,โอน 6/6/67,,,,
,ร้านโสภา,1800,,โอน 8/6/67,,,,
,ร้านเจ๊แอน,11960,,โอน 7/5/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-05-03,ทาเลนท์อินเตอร์เทรด,2953.2,IV2232778,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-05-07,ทาเลนท์อินเตอร์เทรด,3659.4,IV2233057,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-05-09,ทาเลนท์อินเตอร์เทรด,11000,IV2233213,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-05-09,ทาเลนท์อินเตอร์เทรด,2846.2,IV2233217,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-05-25,ทาเลนท์อินเตอร์เทรด,3160.78,IV2234107,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-05-30,ทาเลนท์อินเตอร์เทรด,5773.72,IV2234378,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-05-21,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,51360,67/248,โอน 25/7/67,ลงคอมพ์แล้ว,,,
2567-05-08,บจก. วีที คัลเลอร์ โปร,26322,IV6705049,โอน 6/8/67,ลงคอมพ์แล้ว,,,
2567-05-21,บจก. วีที คัลเลอร์ โปร,82978.5,IV6705104,โอน 6/8/67,ลงคอมพ์แล้ว,,,
2567-05-21,บจก. วีที คัลเลอร์ โปร,132787,IV6705105,โอน 6/8/67,ลงคอมพ์แล้ว,,,
2567-05-21,บจก. วีที คัลเลอร์ โปร,14552,IV6705106,โอน 6/8/67,ลงคอมพ์แล้ว,,,
2567-05-27,บจก. วีที คัลเลอร์ โปร,3852,IV6705126,โอน 6/8/67,ลงคอมพ์แล้ว,,,
2567-05-31,ออโต้เทรด มาร์เก็ตติ้ง ,10682.88,IV1449333,โอน 15/8/67,ลงคอมพ์แล้ว,,,
,ศรีสยาม Due 1 - 31/5/2567,341523.78,,โอน 4/7/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/5/2567,252753.54,,โอน 4/7/67,,,,
,ร้านโสภา,4100,,โอน 8/6/67,,,,
2567-05-08,กิ๊บน๊อต / ร้านต้นคิด   ,2000,,โอน 10/6/67,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,42550,,โอน 4/6/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-06-10,บจก. วีที คัลเลอร์ โปร,963,IV6706068,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-06-11,บจก. วีที คัลเลอร์ โปร,30441.5,IV6706078,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-06-13,บจก. วีที คัลเลอร์ โปร,7704,IV6706083,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-06-21,บจก. วีที คัลเลอร์ โปร,215958.1,IV6706124,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-06-24,บจก. วีที คัลเลอร์ โปร,6313,IV6706130,โอน 4/9/67,ลงคอมพ์แล้ว,,,
2567-06-06,ทาเลนท์อินเตอร์เทรด,492.2,IV2234900,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-06-17,ทาเลนท์อินเตอร์เทรด,5500,IV2235520,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-06-17,ไทยนครพัฒนา,20300,INV24060638,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-06-26,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,51360,67/370,โอน 4/9/67,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,39480,,โอน 4/7/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 30/6/2567,247272.04,,โอน 6/8/67,,,,
,ศรีสยาม Due 1 - 30/6/2567,182798.47,,โอน 6/8/67,,,,
,ร้านโสภา,4800,,โอน 5/12/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-07-15,ไทยนครพัฒนา,21721,INV24070640,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-07-31,ไทยนครพัฒนา (ยอด VAT ของบิลขายเดือน 6/67),1421,SA2407-001,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-07-04,ทาเลนท์อินเตอร์เทรด,7935.12,IV2236517,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-07-04,ทาเลนท์อินเตอร์เทรด,7276,IV2236562,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-07-08,ทาเลนท์อินเตอร์เทรด,4922,IV2236779,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-07-11,ทาเลนท์อินเตอร์เทรด,984.4,IV2236946,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-07-16,ทาเลนท์อินเตอร์เทรด,11000,IV2237182,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-07-30,ทาเลนท์อินเตอร์เทรด,524.3,IV2237861,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-07-24,น้ำยาป้องกันสนิม ออโต้โค้ท/ทัฟโค้ท / หจก. ไทยออโต้โคท,6500,,โอน 25/7/67,ลงคอมพ์แล้ว,,,
2567-07-05,ออโต้เทรด มาร์เก็ตติ้ง ,16692,IV1451048,โอน 2/10/67,ลงคอมพ์แล้ว,,,
2567-07-11,บจก. วีที คัลเลอร์ โปร,31672,IV6707082,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-07-11,บจก. วีที คัลเลอร์ โปร,1540.8,IV6707083,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-07-23,บจก. วีที คัลเลอร์ โปร,83139,IV6707130,โอน 9/10/67,ลงคอมพ์แล้ว,,,
2567-07-23,บจก. วีที คัลเลอร์ โปร,135890,IV6707131,โอน 9/10/67,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,35100,,โอน 3/8/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/7/2567,254586.35,,โอน 9/9/67,,,,
,ศรีสยาม Due 1 - 31/7/2567,257888.38,,โอน 9/9/67,,,,
,ร้านโสภา,2900,,โอน 5/12/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-08-14,บจก. วีที คัลเลอร์ โปร,32795.5,IV6708064,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-08-14,บจก. วีที คัลเลอร์ โปร,13696,IV6708065,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-08-23,บจก. วีที คัลเลอร์ โปร,74311.5,IV6708116,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-08-23,บจก. วีที คัลเลอร์ โปร,104688.8,IV6708117,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-08-27,บจก. วีที คัลเลอร์ โปร,1498,IV6708125,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-08-26,ออโต้เทรด มาร์เก็ตติ้ง ,9737,IV1453250,โอน 2/10/67,ลงคอมพ์แล้ว,,,
2567-08-22,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,50290,67/481,โอน 5/11/67,ลงคอมพ์แล้ว,,,
2567-08-19,ไทยนครพัฒนา,21721,INV24080732,โอน 7/11/67,ลงคอมพ์แล้ว,,,
2567-08-20,ทาเลนท์อินเตอร์เทรด,11000,IV2239078,โอน 5/12/67,ลงคอมพ์แล้ว,,,
2567-08-07,หจก. พีอาร์โอ ซัพพลาย (ค่าพลาสติกม้วนใส 60หลา),3531,,โอน 7/8/67,,,,
,ร้านเจ๊แอน,37630,,โอน 4/9/67,,,,
2567-08-31,ค่ากิ๊บน๊อต / ร้าน 55 กิ๊บน๊อต,2000,,โอน 24/9/67,ลงคอมพ์แล้ว,,,
2567-08-23,กิ๊บน๊อต / ร้านต้นคิด   ,3210,,โอน 5/12/67,ลงคอมพ์แล้ว,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/8/2567,228226.91,,โอน 9/10/67,ลงคอมพ์แล้ว,,,
,ศรีสยาม Due 1 - 31/8/2567,194518.86,,โอน 9/10/67,ลงคอมพ์แล้ว,,,
,ร้านโสภา,3650,,โอน 5/12/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-09-23,ไทยนครพัฒนา,26750,INV24090928,โอน 5/12/67,ลงคอมพ์แล้ว,,,
2567-09-14,บจก. วีที คัลเลอร์ โปร,1797.6,IV6709078,โอน 5/12/67,ลงคอมพ์แล้ว,,,
2567-09-16,บจก. วีที คัลเลอร์ โปร,19313.5,IV6709082,โอน 5/12/67,ลงคอมพ์แล้ว,,,
2567-09-24,บจก. วีที คัลเลอร์ โปร,71315.5,IV6709122,โอน 5/12/67,ลงคอมพ์แล้ว,,,
2567-09-24,บจก. วีที คัลเลอร์ โปร,83888,IV6709123,โอน 5/12/67,ลงคอมพ์แล้ว,,,
2567-09-26,บจก. วีที คัลเลอร์ โปร,8781.22,IV6709136,โอน 5/12/67,ลงคอมพ์แล้ว,,,
2567-09-13,ทาเลนท์อินเตอร์เทรด,7827.05,IV2240627,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-09-19,ทาเลนท์อินเตอร์เทรด,5500,IV2240911,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-09-25,ทาเลนท์อินเตอร์เทรด,5906.4,IV2241234,โอน 31/12/67,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,30910,,โอน 2/10/67,,2400.0,,
,ร้านจิตต์ อะไหล่ Due 1 - 30/9/2567,208530.19,,โอน 9/11/67,,400.0,,
,ร้านศรีสยาม อะไหล่ Due 1 - 30/9/2567,357886.45,,โอน 9/11/67,,2800.0,,
,ร้านโสภา,2800,,โอน 5/12/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-10-01,บจก. วีที คัลเลอร์ โปร,749,IV6710011,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-10-10,บจก. วีที คัลเลอร์ โปร,8046.4,IV6710058,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-10-14,บจก. วีที คัลเลอร์ โปร,19474,IV6710073,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-10-21,บจก. วีที คัลเลอร์ โปร,154122.8,IV6710109,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-10-23,บจก. วีที คัลเลอร์ โปร,5992,IV6710117,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-10-29,บจก. วีที คัลเลอร์ โปร,4280,IV6710152,โอน 31/12/67,ลงคอมพ์แล้ว,,,
2567-10-15,ทาเลนท์อินเตอร์เทรด,10194.96,IV2242407,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-10-22,ทาเลนท์อินเตอร์เทรด,11000,IV2242741,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-10-22,ทาเลนท์อินเตอร์เทรด,1232.64,IV2242758,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-10-24,ทาเลนท์อินเตอร์เทรด,1177,IV2242852,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-10-17,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,50290,67/601,โอน 31/12/67,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,79620,,โอน 4/11/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/10/2567,233364.81,,โอน 5/12/67,,,,
,ร้านศรีสยาม อะไหล่ Due 1 - 31/10/2567,192640.04,,โอน 5/12/67,,,,
,ร้านโสภา,8010,,โอน 5/12/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-11-01,บจก. วีที คัลเลอร์ โปร,3466.8,IV6711021,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-11-19,บจก. วีที คัลเลอร์ โปร,101222,IV6711103,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-11-19,บจก. วีที คัลเลอร์ โปร,123542.2,IV6711104,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-11-23,บจก. วีที คัลเลอร์ โปร,5724.5,IV6711134,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-11-22,ไทยนครพัฒนา,21453.5,INV24110947,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-11-21,ทาเลนท์อินเตอร์เทรด,5906.4,IV2244487,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2567-11-20,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,50290,67/666,โอน 10/2/68,ลงคอมพ์แล้ว,,,
,ร้านโสภา,3420,,โอน 5/12/67,,,,
,ร้านเจ๊แอน,21930,,โอน 5/12/67,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 30/11/2567,215019.35,,โอน 31/12/67,,,,
,ร้านศรีสยาม อะไหล่ Due 1 - 30/11/2567,309522.52,,โอน 31/12/67,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2567-12-13,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,50290,67/720,โอน 4/3/68,ลงคอมพ์แล้ว,,,
2567-12-03,ทาเลนท์อินเตอร์เทรด,11000,IV2245144,โอน 4/3/68,ลงคอมพ์แล้ว,,,
2567-12-04,ทาเลนท์อินเตอร์เทรด,269.64,IV2245245,โอน 4/3/68,ลงคอมพ์แล้ว,,,
2567-12-12,บจก. วีที คัลเลอร์ โปร,9416,IV6712064,โอน 4/3/68,ลงคอมพ์แล้ว,,,
2567-12-18,บจก. วีที คัลเลอร์ โปร,190064.1,IV6712085,โอน 4/3/68,ลงคอมพ์แล้ว,,,
,ร้านโสภา,9910,,โอน 31/12/67,,,,
,ร้านเจ๊แอน,53100,,โอน 4/1/68,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/12/2567,176629.92,,โอน 10/2/68,,,,
,ร้านศรีสยาม อะไหล่ Due 1 - 31/12/2567,283444.35,,โอน 10/2/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
,พีซี แมชชีนเนอรี่ แอนด์ ทูลส์ ,35096,PC68001Q01,โอน 4/1/68,ลงคอมพ์แล้ว,,,
2568-01-08,ทาเลนท์อินเตอร์เทรด,2033,IV6800413,โอน 6/4/68,ลงคอมพ์แล้ว,,,
2568-01-09,ทาเลนท์อินเตอร์เทรด,7318.8,IV6800504,โอน 6/4/68,ลงคอมพ์แล้ว,,,
2568-01-21,ทาเลนท์อินเตอร์เทรด,11000,IV6801256,โอน 6/4/68,ลงคอมพ์แล้ว,,,
2568-01-09,ไทยนครพัฒนา,21453.5,INV25010305,โอน 6/4/68,ลงคอมพ์แล้ว,,,
2568-01-09,ออโต้เทรด มาร์เก็ตติ้ง ,36166,IV1459290,โอน 11/3/68,ลงคอมพ์แล้ว,,,
2568-01-23,บจก. วีที คัลเลอร์ โปร,180295,IV6801106,โอน 6/4/68,ลงคอมพ์แล้ว,,,
2568-01-23,บจก. วีที คัลเลอร์ โปร,10272,IV6801121,โอน 6/4/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,32780,,โอน 3/2/68,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/1/2568,269682.06,,โอน 4/3/68,,,,
,ร้านศรีสยาม อะไหล่ Due 1 - 31/1/2568,205660.81,,โอน 4/3/68,,,,
,ร้านโสภา,1400,,โอน 19/5/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-02-03,ทาเลนท์อินเตอร์เทรด,770.4,IV6801896,โอน 22/5/68,ลงคอมพ์แล้ว,,,
2568-02-04,ทาเลนท์อินเตอร์เทรด,5014.02,IV6801996,โอน 22/5/68,ลงคอมพ์แล้ว,,,
2568-02-18,บจก. วีที คัลเลอร์ โปร,47561.5,IV6802112,โอน 22/5/68,ลงคอมพ์แล้ว,,,
2568-02-21,บจก. วีที คัลเลอร์ โปร,10272,IV6802127,โอน 22/5/68,ลงคอมพ์แล้ว,,,
2568-02-24,บจก. วีที คัลเลอร์ โปร,50343.5,IV6802144,โอน 22/5/68,ลงคอมพ์แล้ว,,,
2568-02-24,บจก. วีที คัลเลอร์ โปร,121594.8,IV6802145,โอน 22/5/68,ลงคอมพ์แล้ว,,,
2568-02-25,บจก. วีที คัลเลอร์ โปร,1540.8,IV6802153,โอน 22/5/68,ลงคอมพ์แล้ว,,,
2568-02-13,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,51360,PB2025020017,โอน 6/4/68,ลงคอมพ์แล้ว,,,
2568-02-20,ไทยนครพัฒนา,21667.5,INV25020938,โอน 1/7/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,29150,,โอน 4/3/68,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 28/2/2568,312074.14,,โอน 6/4/68,,,,
,ร้านศรีสยาม อะไหล่ Due 1 - 28/2/2568,136290.74,,โอน 6/4/68,,,,
2568-02-08,ค่ากิ๊บน๊อต / ร้าน 55 กิ๊บน๊อต,7000,,โอน 10/2/68,ลงคอมพ์แล้ว,,,
2568-02-28,กิ๊บน๊อต / ร้านต้นคิด   ,4291,,โอน 29/7/68,ลงคอมพ์แล้ว,,,
,ร้านโสภา,5100,,โอน 19/5/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-03-14,ทาเลนท์อินเตอร์เทรด,11000,IV6804438,โอน 26/6/68,ลงคอมพ์แล้ว,,,
2568-03-25,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,50290,BL2025030024,โอน 27/5/68,ลงคอมพ์แล้ว,,,
2568-03-19,ออโต้เทรด มาร์เก็ตติ้ง ,2311.2,IV1462679,โอน 6/4/68,ลงคอมพ์แล้ว,,,
2568-03-13,บจก. วีที คัลเลอร์ โปร,1284,IV6803094,โอน 9/6/68,ลงคอมพ์แล้ว,,,
2568-03-24,บจก. วีที คัลเลอร์ โปร,5136,IV6803162,โอน 9/6/68,ลงคอมพ์แล้ว,,,
2568-03-26,บจก. วีที คัลเลอร์ โปร,99242.5,IV6803171,โอน 9/6/68,ลงคอมพ์แล้ว,,,
2568-03-26,บจก. วีที คัลเลอร์ โปร,139185.6,IV6803172,โอน 9/6/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,45780,,โอน 5/4/68,,,,
,ร้านจิตต์ อะไหล่ Due 1 - 31/3/2568,327068.75,,โอน 10/5/68,,,,
,ร้านศรีสยาม อะไหล่ Due 1 - 31/3/2568,114586.66,,โอน 10/5/68,,,,
,ร้านโสภา,4700,,โอน 19/5/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-04-02,ทาเลนท์อินเตอร์เทรด,2953.2,IV6805479,โอน 7/7/68,ลงคอมพ์แล้ว,,,
2568-04-02,ทาเลนท์อินเตอร์เทรด,1284,IV6805480,โอน 7/7/68,ลงคอมพ์แล้ว,,,
2568-04-03,ทาเลนท์อินเตอร์เทรด,2953.2,IV6805575,โอน 7/7/68,ลงคอมพ์แล้ว,,,
2568-04-08,บจก. วีที คัลเลอร์ โปร,7490,IV6804059,โอน 7/7/68,ลงคอมพ์แล้ว,,,
2568-04-24,บจก. วีที คัลเลอร์ โปร,123050,IV6804121,โอน 7/7/68,ลงคอมพ์แล้ว,,,
2568-04-28,ไทยนครพัฒนา,21667.5,INV25040979,โอน 1/7/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,30080,,โอน 5/5/68,,,,
